text_display,call_to_violence
Это грабежстан,0.0
"Они хотят снести рощу, чтобы построить ЖК. Продали китайцам проект под застройку. 
Твари !!!",0.0
Нквд 37,0.0
Жемкорстан на всегда,0.0
"Мля что делать всех поубивать  коррупционеров или как это делать беспредел, отменить все тендера и возвратить деньги в госбюджет",1.0
Егер де осыны корген прокурор  сокыр болса кайдагы маслихат карындары ток коздери сокыр,0.0
"Пока Скляр сидит ,ничего хорошего не будеть",0.0
Всех этих посадить и надолго с полной конфискацией.😮,1.0
"Даже по сравнению с Россией количество бесполезных дармоедов во власти зашкаливает в 3 (!) раза, этож какие деньги нужны чтобы их прокормить, поэтому налоги и увеличивают!",0.0
"ее нет нигде, это иллюзия.",0.0
Да умертвит Аллах всех предателей и курупционеров своей родины в один день и в одно время..... Аминь аминь аминь,1.0
Это же ИИ и дипфейк. Любое публичное лицо могут использовать мошенники для рекламы своих схем. Включайте критическое мышление.,0.0
"Самопиар от Бакаева, видимо на просмотрах хорошо зарабатывает , давайте в парламент к Базарбеку. На просмотрах не разбогатеете или я ошибаюсь?",0.0
В этом замешен президент Казахстана это говорит о том что во всем виноват президент,0.0
Во власти одни БАНДИТЫ!!!,0.0
Декабрь и Январь на подходе.,0.0
Власти Казахстана превратились в пиратов  грабящих своих сограждан .И самое возмутительное эти деньги  отдают  частникам  которые ведут в пропасть со своим убыточным  автопромом.,0.0
💪👍,0.0
Просто УЖАС 😢😢😢😢без злого умысла 😢😢😢😢,0.0
"Ничего не делать, воровать у власти и посылать власть.
Зуб за зуб.",1.0
Масқара!! Бастары жоқ! Ар- ұждан жоқ! Құрметті жоқ! Қазақтық жоқ! 😡😡😡,0.0
"Не сокращать, а набирать умных! Раз эти девять тупых не могу обеспечить жизнь одному человеку...",0.0
В Казахстане еще терпимый сбор…,0.0
"Брат, какое решение, что делать?",0.0
При этому наш защишенный автором продают народу машины в 3 раза дороже чем в Китае или Корее,0.0
"Жарайсын, баурым! Аман бол!",0.0
Теперь руководство хрен найдете 😅,0.0
Остип остип омирден отип  кетемиз баскару жуие жок таныс тамыр клан клан болып болинип жеп тоимаи жаткан адамдар,0.0
Какой призидет такие у него и подчинённые,0.0
Нас нае…ют 100% и так во много,0.0
"🤡опять Россия виновата... Ты клоун, явно, не видишь перед носом ничего.",0.0
"Если бы у нас был бы такой президент,как Санжар Бокаев.,..",0.0
Тут только газ не менят свою форму гос органы🤦,0.0
У нас нету демократии.Береги.себя!,0.0
В Усть-Каменогорск бы такого не корумпированого человека!,0.0
Депутаты ваш выход...,0.0
Тибе Логопет нужен,0.0
Тышалмай калсада😂,0.0
"Не правда, они его ввели недавно в РФ",0.0
Как обычно,0.0
Братан я думаю что эту систему нельзя сломать и победить,0.0
"Тоңқай сатқын,қытайдың",0.0
Надо возбудить уголовное дело???Чиновники враги народа!!!,0.0
"Кто замешан в этом деле ,к расстел ❤",0.0
Санжар будущии президент,0.0
Чистый Вандализм у нас чиновники враги народа!!!!,0.0
При чём тут Путин? 😂,0.0
Блогер то из Казахстана))),0.0
Осының бәрін біліп отыр ғой әсіресе гайшники. Экопост осыларды қалай тексермейді,0.0
😂😂😂путин то тут причем?),0.0
Воровство бюджета у Государства это измена Родине !,0.0
намерено злят народ. с определенной целью. готовят людей к чему то,0.0
Мозги на такои ерунду хватает 😂,0.0
Утильсбор от Путина,0.0
Штрафы хозяевам и заставить восстановить катализаторы или под суд срочно!!,0.0
Клоун в белом 😂 прибор шмидта🤣 ты чем там бетон трешь🤣 возьми еще платок свой для соплей 🤣,0.0
Этого смагулова надо четвернить по Казахский . Кокпарский,1.0
Ужас 🤬,0.0
✅✅✅,0.0
Надо наказыват как Китае растрел,1.0
"Думаете наше правительство не понимает, они просто на нас лохах деньги делают. Биз казактар малмыз, сами заслужили, сами позволяем это делать",0.0
"Доведут олигархи с автократами народ. Но это не может продолжаться вечно. И когда народ не выдержит, они в ужасе разбегутся на своих самолетах по заграничным дворцам и в них будут сидеть хихикать довольные, как он страну и народ ловко разграбили.",0.0
"ЗАЧЕМ. НАМ. ЭТО. ВРЕДНАЯ. ЕДА. ,НУЖНО.  СТРОИТЬ. ВОСТАНАВЛИВАТЬ.  ПРОИЗВОДСТВА. СОБСТВЕННЫЕ.  ЗАВОДЫ. И.  ФАБРИКИ.   КАК. ВСЕГДА. ПРАВИТЕЛЬСТВО. ЗАНИМАЕТСЯ. ВРЕДИТЕЛЬСТВОМ.  ПРИДУМЫВАЮТ.  КАКУЮ ТО. ПУСТЫШКИ. ЛИЖБЫ. ВЫТАЩИТЬ. НАРОДНЫЕ. ДЕНЬГИ.  ЗАПИХАТЬ. ПО. СВОИМ. КАРМАНАМ.  ОТПИСАТСЯ.  ФИЛЬКИНОЙ. ГРАМОТОЙ.  А. ПОТОМ. ОТТРУБИТЬ. В. СМИ. ДЛЯ. ПОКАЗУХИ. И.  ЗАБЫТЬ",0.0
"Да только подоплеку прячь нормально,и причем в конце украинского представителя засветил?эх а я ведь в тебя верил,всем друзьям писал чтоб за тебя топили,что ты за народ ,а ты понятно куда,ну  и чтоб правдоподобнее было много толкового,но такими ляпами кураторов своих светишь 😂",0.0
Наши чиновники акимы не умеют они считать кроме своих зарплат и календарных дней 😂.,0.0
"это всё время было так, особенно при ағашмағанбетове...",0.0
НУ КАК НЕ ЛЮБИТЬ ТАКИХ РАБОВ,0.0
"Х. Я нагревают людей. Пацаны, это п.. Ц. В Корее деньги платит государство за сдачу авто. Ребята СНГ -мы, что терпилы???",1.0
"видно как они цемент ложат , ложат именно а не заливают , весной начнет с горы речка течь тогда нахрен все это дело смоет к чертям ,
Санжар красавчик , то что из Районного и городского акимата должны люди проверяет Санжар сам лично ходит как инженер по проекту",0.0
"Что толку возмущаться, Санжар?  Если власть хотела, любого олигарха к ногтю могла. Но это не в интересах власти. Эти неприкасаемые их берегут.  А вот так называемую ""чернь"" могут вертеть где хотят, когда хотят и как хотят!  И изменить что то в лучшую сторону для народа вряд ли удастся. Как говорится сытый голодного не разумеет. Власть всегда врёт, а народ почему то этой власти верит😂😂😂И так будет всегда, по крайней мере у нас. Низа не могут, верхи не хотят😢😮😅",0.0
Оиына келгенің жасап жүр,1.0
"Санжар эту власть нужно сносить к чертовой матери, но демократическими методами это не возможно! Не имеет смысла играть с шулером по правилам, так как все равно проиграешь, нужны радикальные методы!!!!",1.0
"Санжар эту власть нужно сносить к чертовой матери, но демократическими методами это не возможно! Не имеет смысла играть с шулером по правилам, так как все равно проиграешь, нужны радикальные методы!!!!",1.0
"Санжар эту власть нужно сносить к чертовой матери, но демократическими методами это не возможно! Не имеет смысла играть с шулером по правилам, так как все равно проиграешь, нужны радикальные методы!!!!",1.0
"Санжар эту власть нужно сносить к чертовой матери, но демократическими методами это не возможно! Не имеет смысла играть с шулером по правилам, так как все равно проиграешь, нужны радикальные методы!!!!",1.0
"Санжар эту власть нужно сносить к чертовой матери, но демократическими методами это не возможно! Не имеет смысла играть с шулером по правилам, так как все равно проиграешь, нужны радикальные методы!!!!",1.0
"Санжар эту власть нужно сносить к чертовой матери, но демократическими методами это не возможно! Не имеет смысла играть с шулером по правилам, так как все равно проиграешь, нужны радикальные методы!!!!",1.0
"Санжар эту власть нужно сносить к чертовой матери, но демократическими методами это не возможно! Не имеет смысла играть с шулером по правилам, так как все равно проиграешь, нужны радикальные методы!!!!",1.0
"Санжар эту власть нужно сносить к чертовой матери, но демократическими методами это не возможно! Не имеет смысла играть с шулером по правилам, так как все равно проиграешь, нужны радикальные методы!!!!",1.0
"Санжар эту власть нужно сносить к чертовой матери, но демократическими методами это не возможно! Не имеет смысла играть с шулером по правилам, так как все равно проиграешь, нужны радикальные методы!!!!",1.0
"Санжар эту власть нужно сносить к чертовой матери, но демократическими методами это не возможно! Не имеет смысла играть с шулером по правилам, так как все равно проиграешь, нужны радикальные методы!!!!",1.0
"Санжар эту власть нужно сносить к чертовой матери, но демократическими методами это не возможно! Не имеет смысла играть с шулером по правилам, так как все равно проиграешь, нужны радикальные методы!!!!",1.0
"Санжар эту власть нужно сносить к чертовой матери, но демократическими методами это не возможно! Не имеет смысла играть с шулером по правилам, так как все равно проиграешь, нужны радикальные методы!!!!",1.0
"Санжар эту власть нужно сносить к чертовой матери, но демократическими методами это не возможно! Не имеет смысла играть с шулером по правилам, так как все равно проиграешь, нужны радикальные методы!!!!",1.0
"Санжар эту власть нужно сносить к чертовой матери, но демократическими методами это не возможно! Не имеет смысла играть с шулером по правилам, так как все равно проиграешь, нужны радикальные методы!!!!",1.0
"Санжар эту власть нужно сносить к чертовой матери, но демократическими методами это не возможно! Не имеет смысла играть с шулером по правилам, так как все равно проиграешь, нужны радикальные методы!!!!",1.0
"Не знаю почему, но в странах бывшего союза живут терпилойды!!!!!",0.0
"Санжар красавчик , в президенты бы его 🎉",0.0
Везде врут и воруют,0.0
Даже страшно становится жить при таком беспределе АУ ГДЕ ПРОКУРАТУРА ГДЕ ЗАКОН,0.0
Даю 20 рабочих мест,0.0
"​@Николай-ъ6ь1в Ну, вы прям закидали вопросами, на всё сразу и не успеваю ответить, тем более находясь на работе. Да, будучи пенсионером приходится работать. Итак попробую, хоть на часть вопросов, для начала ответить. По поводу высоких з/п получали её не малая кучка людей, а вполне огромное количество рабочих. Простой пример, я после окончания института и службы в армии, пришёл в строительную организацию мастером с окладом 160 руб, с коэффициентами и командировочными выходило до 260-280 руб. Да, работал на линии, а не в городе. Рабочие у меня на участке получали по более с 5-6 разрядами, от 400до 600 руб.  В городе у меня сосед, будучи токарем 6 разряда, получал тоже в пределах 450 руб..  Вы ссылаетесь на чиновников, так вот наш руководитель организации получал со всеми надбавками 350 р, согласитесь, это ниже рабочего высокой квалификации. Возможно, какие-то поблажки для партийных бонз и были, но основная масса жила в описываемых мной параметрах. Учёные получали хорошие з/п , но и вклад их был гораздо больший, чем у высококвалицфированного рабочего. Жильё не сильно отличалось, здесь у нас в Алма-Ате в те годы строилось жилье ВТшной серии и панельное жильё. Так ВТшная (чешская) серия по квадратуре с панельным была одинаковым. Возможно, для чиновников объединяли 2квартиры и оно по площади увеличивалось. Вспомните квартиру многоуважаемого Д.А.Кунаева. Он жил почти в таком же жилье улучшенной серии. На счёт одежды, все одевались в то, что производилось нашей промышленностью. По секрету скажу вам, я на стипендию покупал себе материал и шил брюки ""клешь"" в ателье ""Малыш"" на Гоголя-Панфилова, а рубашки мне приталивала моя тетушка на обыкновенной ручной швейной машинке. Обувь покупал, отстаивая очередь в обувном напротив к-ра ""Казахстан"", потом там был в годы независимости ресторан ""Трактир"".
Поэтому, не понимаю, откуда у вас такая потенциальная ""внутренняя"" злость. У меня есть товарищ, бывший пожарный, тоже из такой же семьи, с 5 детьми, из пос. Декабрь под Алма-Атой, пошёл в училище по монтажу металлоконструкций,а затем оттуда в Высшее училище по пожарному делу в Ташкенте. Отучился и вернулся домой. Отдал 25 лет жизни работо в пожарной охране и сейчас живёт, не богато, но доволен жизнью. Возможно вы приоритеты расставили не правильно. Нам, всем хочется жить богато, красиво, быть здоровыми и умереть, лёжа на красивой женщине (шутка конечно), но жизнь делает свои поправки. Вторую часть ответов пришлю позже!",0.0
"Я пеперабатываю субпродукты крс в Шымкенте и экспортирую. Не копейки не получаю от государства. Наоборот ставят припоны мне постоянно, и развели полную бюрократию. К даму приходишь как экспортер, говорят в бюджете денег нет и программы все приостановлены.",0.0
"Дружно вместе не покупать автомобили хотябы 3 месяца , тогда они запоют по другому . Пока есть спрос , предложение найдётся",0.0
Токаев говорил про экономию бюджетных денег.,0.0
А сколько сырья уходит заграницу. Почему Казахстан с добычи получает так мало. Мы как колония.,1.0
Нагыз Халык жаулары.булардыаямау керек,0.0
Санжар жарайсыз,0.0
"Казахстан все норм, терпеть это все еще 100 лет нужно, рабы нужно пахать не поднимая головы",0.0
Написать заявление надо,0.0
Давно пора сменить,0.0
Санжар какой вы молодец,0.0
Вы не шарите. Кафель налоги не заплатил или штрафы по этому их демонтируют и сажают.,0.0
❤иии,0.0
Странами СНГ правили и правят воры конченые,0.0
"После того как увидел поисковые запросы из ChatGPT, стало понятно, что данный персонаж учился замерять качество бетона также с помощью ИИ )",0.0
Бұл не деген опасыздық не деген қиянат жасап жүр бұлар бәрі сыбайлас жемқорлық ақша аудару үшін сау затты бұзып жатыр халық өзі тоқтатпаса бұлар наглеть ете береді. Тек тонау болдығой бәрі біледі бірақ үндемейді,0.0
"Удивляет другое...все ваши видио разумны и замечания,и предложения и то ,как плитку разбирают и бардир,и вандализмом занимаються...Задумайтесь,и вас не слышать и ни чего не меняеться,а про утильсбор вообще такие деньги и не в казну,а опять ""бедным""алигархам....За державу обидно((",0.0
Осы сұрақты сұрақты Тоқаевқа қойу керек.Ертең Аллаһтың алдында жауап бертін сол кісі ғой халық үшін.Әлде құдайдан қорыпайма???,0.0
Плакать хочется неужели никому не жалко,0.0
Аким района наверное дороги делает 😂,0.0
Подождите скоро на говно будем утиль платить .,0.0
👍👍👍🤦,0.0
Как не странно Жана Казахстан. Грустно что такое творят чиновники.,0.0
Нискажу😂,0.0
"Ну, возможно, и действительно надо было заменить, но у меня больше вопрос: где таких плиточников-косячников набрали? А второй вопрос: зачем перфоратор, чтоб снять плитку, если для этого нужен шпатель и киянка?",0.0
Assalomu alaykum aka Uzbekistan dan salom ishlarizga omad oʻziz extyot qling,0.0
Ужас у меня слов нет,0.0
Поддерживаю!,0.0
А можно в общем 10? Или так нельзя?,0.0
Согласен полностью!!!,0.0
"Интересно, сколько из такого""ништяка""уходит Астанинским чиновникам, и сколько уходит в ""помощь"" СВО?",0.0
"САНЖАР, великая Вам БЛАГОДАРНОСТЬ ЗА ПРОБУЖДЕНИЕ ВСКГО  КАЗАХСТАНА К ЖИЗНИ ВСЕМИ СПОСОБАМИ! ❤❤❤",0.0
"​@АдылжанЗакиров-т2ъ Что- то вы замолчали.  Тогда , если вы за СССР, то просто ответьте себе : почему из этой ""хорошей"" страны бежали люди? Почему на протяжении всего периода, у СССР всегда и везде были одни враги? Кто устроил голодомор в Украине, Казахстане, в Поволжье , в Ленинграде?  Зачем была нужна эта война в Афганистане?  Кто посылает наших детей и внуков на эти бойни?  А своих отправляет на гнилой Запад. 
Ваши мысли по-этим вопросам.",0.0
"Санжар молодец,умница.Спастбо вам за вашу работу.Здоровья,удачи и успехов вам за дорогой вы наш. Человек.",0.0
Красавчик брат дай вам Аллах сил и здоровья,0.0
"Главное, чтобы мелкие предпринимателей не разбогатели, убежав от налогов!",0.0
Зачёт,0.0
Это плитка ещё больше 200 лет могла прослужить.,0.0
"Сейчас продолжаеться ломает вокруг Большая Алматинка,дальше по Сатпаева и Абая также снимут наверно мраморный плитку.вокруг канал рылили и сняли асфальт.",0.0
И йена взлетит,0.0
Ассалаумагалейкум маскара калай уялмай жей береды халыкты,0.0
"Санжар все что делается это коррупционные схемы сверху до низу, удивляться нечего",0.0
"Элементарные вещи говорите. Нами управляют, мягко говоря не очень адекватные чиновники.",0.0
Почему вас не поставят депутатом,0.0
что то этот ремонт затянулось😢  лучше оставили бы как есть,0.0
"Так это твой жемекемелич же , Санжар, к которому ты так настойчиво обращаешься и взываешь к законности...
Кемежемелич или биДалбаевич, так и живём....",0.0
Враги народа.,0.0
Нихера себе там Суммы это же ужас какой !!! НДС поднимают все дорожает бензин а вы ска там воруете конечно дыра будет в бюджете ...что вообще происходит Маржа 200%,0.0
Какой наивный чукотский парень 😅 ),0.0
Распелили АО Назарбаев-Тоқаев и К,0.0
"Санжик, мы с тобой❤",0.0
Коррупция это основа этого государства. По факту это даже государством назвать сложно. Это ТОО-шка которой дали месторождения и руководство тихо грабит их,0.0
"Правильно говоришь, пусть будет по два депутата на млн население можно и по три депутата на млн. Что толку в алматинском гор мәслихате сидит 40депутатов и ничего не решает.",0.0
Трактор этот всех пережил бы,0.0
"Зачем они, вредный продукт",0.0
....а то это воровство так и будет оставаться безнаказанно....,0.0
"...надо писать письмо Токаеву..чтобы открывали уголовные дела... 
..может дел и не откроют...
но прициндент будет...",0.0
АИНАЛАИЫН БАУЫРМ САЖАР СЕНІ АЛЛА ҚӨЛДАСЫН БІЗ ҚАРАПАИЫМ ҚАЗАҚ ӘРҒАШАН ҚОЛДАИМЫЗ ӨТЕ АБАИ БОЛШЫ БУЛ ПАРА ҚОРЛАДА ЖЕМҚОРЛАРДА НАМЫС ҮИАТ ЕЛМ ЖЕРМ ДЕГЕН ЖОҚ ОЛРДЫ ТУРА УТАП АЛЫП ҚОЛЫНА КІСЕН САЛЫП ҚӨЗН ҚУРТУ КЕРЕК,1.0
👏👏👏👏👍👍👍👍 ЖАРАЙСЫН САНЖАР !!!!!,0.0
Охота заматериться от души,0.0
Санжара выбрать Президентом РК!!!!!!!!!!!!!!!!,0.0
"Заградительные меры делают для того , чтобы люди ездили и покупали автомашины которые перепродают люди , вложившие в никому ненужные локальные сборки новых авто … Если сравнивать хендай Элантру нового покалоления  которая собиралась в Казахстане и старую 2017 года , которая собиралась в Корее , то это земля и небо по качеству материала , вот они и не дают пригонять хорошее авто , пытаются продавать новые вёдра",0.0
Казахов лохуют,0.0
"Все ворье сидит в акиматах в сговоре с подрядчиками. А все эти антикор., прокуратура, полицаи... кормятся от них. Вот и результат.",0.0
Казахстан Нурсултан!!!,0.0
Раздули а спросить не скоро и получают бедные наверное 85 тыс т,0.0
Зачем тогда эта прокуратура то штаты,0.0
"Воруют Акиматы с подрядчиками во всем и на строительстве дорог,  домов...",0.0
И вообще всем нуждающимся пусть выделили бы.,0.0
"А кто у нас контролирует уровень выхлопных газов у автомобилей, транспортная прокуратура  природоохранная прокуратура?",0.0
Здоровья вам ! Саке❤,0.0
Крысы грабят наши Народы,0.0
Досаев жауапка тартылсын,0.0
"У нас в Павлоларскрй обл, в Успенке и  дугих районах, поселках было то же самое. Сняли в сквере и ,увезли в неизвестном направлении, выкинули для вида у пожарной части и у ДК у строящейся детской площадки.привезли новую, уложили, деньги отмыли. И это во всех городах и сёлах Казахстана. Нет президента в этой стране. Хищениями занимаются Акиматы с подрядчиками.",0.0
Санжар красава....,0.0
Это глобальное наебал..во как в РФ так и в Казахстане . Нет и не было ни какой утилизации. Кучка ублюдков у власти прикрывает откровенное обдиралово народа ..Народ перестал бороться выходя на улицы и твари оборзели.,0.0
"Стандартная схема похода в депутаты!!!😂
А люди как всегда вежутся!
Застройщики конечно тоже халтурщики!",0.0
😮,0.0
"Точно сказано, что в гробу нет карманов, пока вы живы ОПОМНИТЕСЬ!!! САНЖАР, да хранит Вас ВСЕЛЕННАЯ! БЛАГОДАРИМ ВАС ОТ ДУШИ ,ЗА РАБОТУ, ВО БЛАГО РОДНОГО КАЗАХСТАНА!",0.0
"Кошмар,",0.0
В могиле нет карманов надеюсь вы поймёте свои ошибки до смерти,0.0
Они боятся ходить без охраны,0.0
О да о да. Президент точно не в курсе :) ну ну наивный мужичок.,0.0
"Ушли как название фильма Гая Ричи ""Большой куш"" в переводе Гоблина.",0.0
"Слушали это выступление 2раза всей семьей и радуюсь, что хоть мало у нас, но все же есть такие честные люди, что болеют за нашу страну и народ и не просто наблюдают, а действуют! Молодец Санжар- вот его точно во власть надо избрать, заменить такими активными и смелыми молодыми даром просиживающих во власти. ❤",0.0
Может Акима нужно посадить в тюрьму,0.0
Сделать его Акимом Алматы!,0.0
"Это враги народа,  а по простому-бандитизм .",0.0
Да поможет  Аллах нам нашему народу. А воры будут гореть в аду за наши деньги,0.0
Живи ! Вы очень Справедливый ❤,0.0
Да вы прийдите в метрострой там роботы разрушители,0.0
Видос надо было назвать халтурщики,0.0
"Этому заму по фиг,нарядился главное в галстуке.",0.0
"Половина казахстанцев сктивисты-всез заносите , так кто вы есть?",0.0
Жемкорлар каштан кояды,0.0
Алла разы болсын,0.0
Алла тагала Санжарга куш куат,0.0
Токаев ещё собирается строить АЭС?,0.0
"Здравствуйте! И, при таком блакпае это перевод как бардак",0.0
"​@АдылжанЗакиров-т2ъ Мы говорим об одном и том же, но вы пытаетесь меня убедить, что при СССР жили лучше и власть работала на людей. 400-500 рублей получали очень малое количество людей. Чиновники получали от 1000-1500 рублей. Жилье ваше и жилье чиновника и тогда сильно отличалось, также и одежда, и питание, и отдых. Поэтому, эта власть, система никогда не была создана для улучшения жизни народа, а наоборот, она создана для узкого круга лиц за счёт этого народа.
  Никогда не отменяли гособеспечение, высокие зарплаты и премии, поездки за рубеж бесплатные. И это было на протяжении с 17 по 25 г.г.  Поэтому СССР и развалился, а эта власть преемница КПСС ( нуротан, аманат ).  И что тогда мы тяжело жили, что сейчас. Разницы нет.
 Низкие цены.  Сейчас тоже у нас самая дешёвая говядина( в мире!), самая низкая плата по ЖКХ. А спросите людей , они  радуются этому?!!  И тогда уборщицы, врачи, медсестры, строители и др.,не получали 400-500 рублей. 
 Вот так.",0.0
"Совершенно сиздике! Саке, подонок, что не позвонил, я бы с тобой по Польше проехал бы, ещё больше бы тебе показал. Шесть лет уже тут живу. Рахмет за активность и видео. Я видишь сбежал, а ты сражаешься за Родину!",0.0
Мера будет таким: Взятка. А через некоторе время это видио никто и не вспомнит. А вы поднимаете свои Архивные материалы?,0.0
Одни воры сидять,0.0
"Дурдом, так они производство, поднимают, чем хуже народу, тем лучше они себя чувствуют.",0.0
"Да ладно что реально крадут деньги ,да перестаньте !!!!",0.0
Я прекрасно понимаю что то же самое в РФ а то и хуже.,0.0
"А дядя Вова наверное не в курсе да? Он наверное просто не знает что творится в стране, да? Ведь просто не знает да?",0.0
"Как, повысить, говорят вот у них, а работать как они, тут им менталитет мешает, просто говоря штаны просиживают, за народные деньги.",0.0
"Личный транспорт походите рядом с ним. Подышите едким газом, от дешёвого топлива. И так же нет катализаторов. Автобусы не исключение, но обычные люди, в основном простые являются самыми главными сви..ями, убивающими жизнь людей, в том числе и своих близких. 
Те, кто побогаче используют лучше топливо, и их машины не такие токсичные.
Всегда, во все времена эти бедненькие простые невежества были причинами большинства бед на земле.",0.0
Коррупция и всё,0.0
"Санжар, борец с системой как аптечный плацебо: вроде лечит, а на деле просто измеряет давление терпения.
И пока градус не критический —  можно ""стричь"" утильсбор.",0.0
Депутатов Казахстане на 90% сократить,0.0
Прокайфовали в первый раз чтоли,0.0
"Казнить всех коррупционеров, то есть всех чиновников Казахстана",1.0
Раньше Назарбаева обвинили что плохо он.а сейчас Токаев что он правильно управляет,0.0
Алла жазаларын берсін Аумин,0.0
У  нас. С. Верху  адни. Тупие. Сидит. По  этому  у нас.  Коррупция  и  ничво. Не. Из менитца. Одни  лапши,0.0
"Весь народ Казахстана инвестирует в автопром, а прибыль получают  несколько человек. Может пора делить прибыль автопрома между всеми гражданами Казахстана ?",0.0
"Когда людишки в управлении (у руля), благодать покидает народ.",0.0
"Вот для таких комментов Санжар по всей видимости, делает свои видео.ни более...",0.0
"Так в Польше ни смагулова, ни лаврентьева нет. И скляра нет.",0.0
"Алматинцы! На улице +20°, а мы платим за отопление.  Скажите, это мне одному не нравится? И с каждым годом отопление включают все раньше, а выключают все позже.",0.0
они спросят только где моя доля,0.0
"Осыны жоспарлап, қаржы ұрлап жатқандары анау желідегі Қытай шенеунік әйелі сияқты тұқыртып қойып атып тастау керек.",1.0
"Где действия ко всем этим ""ноющим"" рилсам и видео? Хотя бы конструктивные  предложения для решения? Имея доступ к своей многочисленной публике, возможно  хотя бы начать с еpetition и предложить это своей аудитории?  Или это все просто для самопиара? То что у нас не все идеально в государстве- знают все. Не вижу целесообразности дублировать это в каждом своём видео. Молчу о заголовках видео - вы это спрашиваете у своей аудитории куда ушли деньги?",0.0
"Требуем распустить Парламент и Сенат.Депутатов избирать вне зависимости от принадлежности к партиям .Каждый депутат обязан избираться самостоятельно на равных условиях ,показывая и доказывая свою активность и умение убеждать свою точку зрения и программу действия перед избирателями .Отменить квоту депутатов от Ассамблеи народов и общественных организаций и партийных списков.",0.0
"И что дальше? Будто никто об этом не знал. Скажу больше это если во многих странах, где-то даже хлеще чем у нас. Только вопрос в том, для чего Бокаев это делает, если нет никакого дальнейшего конструктивного подхода для решения всего этого. Предложил и  Начал хотя бы с e-petition. Без предложения решений- все эти рилсы похожи на банальное нытьё.",0.0
Тихо тихо я ответственно заявляю  деньги ушли туда куда и положено тоесть В карманы назеровских опг.😂😂😂😂😂😂😂😂😂😂,0.0
"​@Николай-ъ6ь1в Сейчас бедность касается более 95% населения. А, в те годы все зависело от квалификации и образования. Вы, что ж думаете, что все бедно жили? И потом, государство работало на все население страны. Проще говоря была диктатура большинства над меньшинством, а сегодня наоборот. Вы наверное слышали, что сегодня предлагают увеличить проезд в общественном транспорте до 500 тг, а помните наверное, сколько стоил проезд тогда? А, дотировало и транспорт и образование и медицину и даже строительство бесплатных квартир Советское государство. Поэтому, да з/п были не очень большими, но прожиточный минимум обеспечивали. Не знаю, в курсе вы или нет, но водители автобусов получали от 400 до 500 р. и не мне вам говорить, какие это деньги были. А, 1995 г я взял период, это когда вся полноту власти прибрал себе 01 и стал единоличным ""хозяином страна""!",0.0
