comment_id,video_id,parent_id,text_display,text_original,author_display_name,published_at,like_count
UgwHlDph2v90pyG-Otp4AaABAg,gvDGa3Fw2Jc,,"Ну советщину нужно убирать, чтобы даже духу совка больше не было. Но в замен нужно делать лучше, в казахском стиле, красиво. А самое главное качественно! Но что-то мне подсказывает что сделают реально какую-то дичь","Ну советщину нужно убирать, чтобы даже духу совка больше не было. Но в замен нужно делать лучше, в казахском стиле, красиво. А самое главное качественно! Но что-то мне подсказывает что сделают реально какую-то дичь",@mixess.,2025-11-04T06:21:04Z,4
UgxwkyyDQxTL-WeyupZ4AaABAg,gvDGa3Fw2Jc,,"В цивилизованных странах, такое просто недопустимо, у нас, как здрасьте, всё в руках коррупционеров! Конечно же без злого умысла, просто бабла очень хочется!","В цивилизованных странах, такое просто недопустимо, у нас, как здрасьте, всё в руках коррупционеров! Конечно же без злого умысла, просто бабла очень хочется!",@МаратИбрагимов-ю2ж,2025-11-04T06:20:59Z,8
Ugzcr4-F7Y_bCO8TcGp4AaABAg,gvDGa3Fw2Jc,,"Топите парни, пора приводить страну в порядок, все сгнило вдоль и поперёк, коррупция и кумовство главные враги современного Казахстана, нам даже внешние враги не нужны, наши чиновники отлично справляются с уничтожением страны, в свое время эта раковая опухоль началась с Назарбаева, страна все никак не излечится 😠😡🤬💩🤮🤡","Топите парни, пора приводить страну в порядок, все сгнило вдоль и поперёк, коррупция и кумовство главные враги современного Казахстана, нам даже внешние враги не нужны, наши чиновники отлично справляются с уничтожением страны, в свое время эта раковая опухоль началась с Назарбаева, страна все никак не излечится 😠😡🤬💩🤮🤡",@theyloveayba,2025-11-04T06:20:12Z,14
Ugwy0TJ8jka044E4ffR4AaABAg.AP5MI8TL4CuAP5SgRqsYgA,gvDGa3Fw2Jc,Ugwy0TJ8jka044E4ffR4AaABAg,"Нужно снести этот сайт госзакупа, там вся коррупция. Нужно внедрить алтернативную систему. От этих тендеров толку нет.","Нужно снести этот сайт госзакупа, там вся коррупция. Нужно внедрить алтернативную систему. От этих тендеров толку нет.",@aset6675,2025-11-04T06:18:50Z,15
Ugw83E4-p9T4sAwS0Td4AaABAg,gvDGa3Fw2Jc,,"Ужыс 2,5 миллиард🤣","Ужыс 2,5 миллиард🤣",@Сакен-д2о,2025-11-04T06:18:10Z,7
UgxRaiA4xoEIkpIbBzR4AaABAg.AP5POZOO40_AP5S_uh69lR,gvDGa3Fw2Jc,UgxRaiA4xoEIkpIbBzR4AaABAg,"Точнее сказать умом. А если ещё точнее, то отсутствие оного.","Точнее сказать умом. А если ещё точнее, то отсутствие оного.",@FarrukhErgeshov,2025-11-04T06:17:57Z,1
Ugzi8tMWy1GzRFjTqjx4AaABAg.AP5N404KbIwAP5SWQBb_KN,gvDGa3Fw2Jc,Ugzi8tMWy1GzRFjTqjx4AaABAg,Сен сияқты ақымақтарға таң қалам! Президент деген аты ғана оның...осының барлығы басынан ....,Сен сияқты ақымақтарға таң қалам! Президент деген аты ғана оның...осының барлығы басынан ....,@moinak-eg8rp,2025-11-04T06:17:20Z,1
UgyZvvhamvKg9NF8QOd4AaABAg,gvDGa3Fw2Jc,,"У меня папа в этой школе учился, тогда ещё мальчики и девочки учились отдельно. Это реально одно из немногих исторических сохранившихся зданий украшавших наш город. Но увы, вандалы и воры добрались и до него. Кто этих животных воспитал, такие же недоумки?!","У меня папа в этой школе учился, тогда ещё мальчики и девочки учились отдельно. Это реально одно из немногих исторических сохранившихся зданий украшавших наш город. Но увы, вандалы и воры добрались и до него. Кто этих животных воспитал, такие же недоумки?!",@МаратИбрагимов-ю2ж,2025-11-04T06:16:47Z,13
UgxdNR3gB8z8ahgQAfR4AaABAg.AP5QHF9Cah0AP5SRa4Ga-t,gvDGa3Fw2Jc,UgxdNR3gB8z8ahgQAfR4AaABAg,"При сср, воровали почти так же. А сейчас это дело продолжают, внучатые племянники. Потому что на хорошее, мозгов не хватает.","При сср, воровали почти так же. А сейчас это дело продолжают, внучатые племянники. Потому что на хорошее, мозгов не хватает.",@FarrukhErgeshov,2025-11-04T06:16:40Z,0
Ugzg0PHoq7Q0RbO0AqB4AaABAg,gvDGa3Fw2Jc,,"ЧТО ЗА БЕСПРЕДЕЛ! ПОЧЕМУ ОТДАЛИ ТЕНДЕР ЧУЖИМ?! ПОЧЕМУ НЕ ДАЛИ РЕЧНОМУ ПОРТУ! ТРЕБУЕМ ОТМЕНИТЬ ТЕНДЕР, ДОБАВИТЬ СВЕРХУ ЕЩЕ 5 МЛРД И ОТДАТЬ ПАВЛОДАРСКОМУ РЕЧНОМУ ПОРТУ....😂","ЧТО ЗА БЕСПРЕДЕЛ! ПОЧЕМУ ОТДАЛИ ТЕНДЕР ЧУЖИМ?! ПОЧЕМУ НЕ ДАЛИ РЕЧНОМУ ПОРТУ! ТРЕБУЕМ ОТМЕНИТЬ ТЕНДЕР, ДОБАВИТЬ СВЕРХУ ЕЩЕ 5 МЛРД И ОТДАТЬ ПАВЛОДАРСКОМУ РЕЧНОМУ ПОРТУ....😂",@aset6675,2025-11-04T06:16:20Z,6
UgwJus9bpwc9saYwkJB4AaABAg,gvDGa3Fw2Jc,,"дайте Бокаеву все полномчия размотать этих вандалов на фсью катушку!
и ещё вопрос,а эти работяги, которые ломали произведение строительного искусства школы 56,чо языки в жопу засунули и молча выполнили акт вандализма?этих тоже привлечь строжайшим образом!чмошники,за деньги значить и родину продадут.так выходит.","дайте Бокаеву все полномчия размотать этих вандалов на фсью катушку!
и ещё вопрос,а эти работяги, которые ломали произведение строительного искусства школы 56,чо языки в жопу засунули и молча выполнили акт вандализма?этих тоже привлечь строжайшим образом!чмошники,за деньги значить и родину продадут.так выходит.",@DrugSemi-e2h,2025-11-04T06:16:18Z,9
Ugwlva1--ch8PkUKLS94AaABAg,gvDGa3Fw2Jc,,"Если это школа 56 на Фурманова-Жамбыла,то это историческая школа...","Если это школа 56 на Фурманова-Жамбыла,то это историческая школа...",@sairanb2200,2025-11-04T06:16:11Z,9
UgyddEjXbbe-C7NaNyN4AaABAg,gvDGa3Fw2Jc,,"Какой президент, такие и подчинённые. Одним словом - варвары! Позорище!","Какой президент, такие и подчинённые. Одним словом - варвары! Позорище!",@FarrukhErgeshov,2025-11-04T06:13:37Z,11
UgwMzG_5hD4eHB0qgQ54AaABAg,gvDGa3Fw2Jc,,Санжар будущий президент коррупция наша родная,Санжар будущий президент коррупция наша родная,@rahymzhansamseev4089,2025-11-04T06:07:39Z,5
UgwzVzHsUaivHbG18p54AaABAg,uWTO6556G3A,,"Не правильно выполняется замеры. По цементному молоку,замерять!?!?!?  Далее, матрица замеров10 минимум  а не один два раза. Попал на щебень там 600 на мусор 150. Созревание бетона на 28 суток. Но…. Выполнение бетонирования качество - кислое.  Затереть бетоноотделочной машиной-не пробовали? Примыкания и формирование холодных швов на плите тоже оставляет желать … и осадочные трещины означают отсутствие ухода за уложенным бетоном и отсутствие уплотнения(вибрации) при укладке.","Не правильно выполняется замеры. По цементному молоку,замерять!?!?!?  Далее, матрица замеров10 минимум  а не один два раза. Попал на щебень там 600 на мусор 150. Созревание бетона на 28 суток. Но…. Выполнение бетонирования качество - кислое.  Затереть бетоноотделочной машиной-не пробовали? Примыкания и формирование холодных швов на плите тоже оставляет желать … и осадочные трещины означают отсутствие ухода за уложенным бетоном и отсутствие уплотнения(вибрации) при укладке.",@Z-RAY-,2025-11-04T06:07:20Z,0
UgxeUmNxjfftwDQz-SR4AaABAg,gvDGa3Fw2Jc,,"варварство, т/е просто отмывание денег. Здесь Гитлер отдыхает","варварство, т/е просто отмывание денег. Здесь Гитлер отдыхает",@Тарг,2025-11-04T06:06:50Z,8
UgyMnAiV62LXvB4mlqR4AaABAg,gvDGa3Fw2Jc,,"Акима города в отставку! Никакого прогресса, ничего не меняется!!!!","Акима города в отставку! Никакого прогресса, ничего не меняется!!!!",@Хосе-ф7о,2025-11-04T06:05:11Z,12
UgzI3TpPXe0kaZ8lcV54AaABAg,gvDGa3Fw2Jc,,Вор на воре  ! Для ворюг смертную Казань надо ввести  !!!,Вор на воре  ! Для ворюг смертную Казань надо ввести  !!!,@ТоликДем-г8з,2025-11-04T06:04:50Z,14
UgwoJG5tphv6H_2d1sd4AaABAg,gvDGa3Fw2Jc,,Акша куртугой,Акша куртугой,@БейбитИсентемиров-в1ь,2025-11-04T06:02:47Z,6
UgxFxbswvnLJYGkkMZd4AaABAg,Q3UT10nBJTI,,Путиннің соғысына кетіп жатыр.,Путиннің соғысына кетіп жатыр.,@askerbekmaxim3829,2025-11-04T06:01:58Z,2
Ugx5HXfv4QxJK9TI1ux4AaABAg,gvDGa3Fw2Jc,,это они бандиты. из за них тормозит наше благополучие.,это они бандиты. из за них тормозит наше благополучие.,@bistrak,2025-11-04T06:01:42Z,13
UgxRWfGFTLFYVeWVigl4AaABAg,gvDGa3Fw2Jc,,Можно посм 30 школу . Там тоже реконструкция . Все лето не велись работы . Ждали дождик и снега походу,Можно посм 30 школу . Там тоже реконструкция . Все лето не велись работы . Ждали дождик и снега походу,@СабинаАманбек-ъ5р,2025-11-04T06:01:29Z,10
UgwmGUWU2sOC0EOPad54AaABAg,gvDGa3Fw2Jc,,Уничтожение исторических памятников является приоритетом властей! Помните турксибские косые дома? Нет души у людей во власти!,Уничтожение исторических памятников является приоритетом властей! Помните турксибские косые дома? Нет души у людей во власти!,@yuikkyb765i,2025-11-04T06:00:25Z,11
Ugw1sMD5ZT9A3QzPF2t4AaABAg,gvDGa3Fw2Jc,,Капитально срубили 😂2 раза 2.5 миллиардов 😅 80лимонов базару нет.,Капитально срубили 😂2 раза 2.5 миллиардов 😅 80лимонов базару нет.,@АрупАсхат,2025-11-04T05:59:59Z,9
UgxdJ87Tz2wsSZfo5YZ4AaABAg,gvDGa3Fw2Jc,,"Натуральный вандализм на государственном уровне . Сталина на вас нет ,гады","Натуральный вандализм на государственном уровне . Сталина на вас нет ,гады",@МаксутМендояков-я9й,2025-11-04T05:58:42Z,7
UgwkOUCdsfTQcz6YAv54AaABAg.AP5JzylbY9gAP5QIptVGT2,gvDGa3Fw2Jc,UgwkOUCdsfTQcz6YAv54AaABAg,"​@Lusya-zz2sjда какая разница, Советское или не советское, они воруют им пофигу на все.","​@Lusya-zz2sjда какая разница, Советское или не советское, они воруют им пофигу на все.",@once7633,2025-11-04T05:58:00Z,1
UgxdNR3gB8z8ahgQAfR4AaABAg,gvDGa3Fw2Jc,,"Разграбляют свою республику Казахи??? Вы что опупели??? Она и так у вас уже в разрухе!!! При ""оккупантах"" у вас безпредела такого не было! Хуже казахов для Казахстана уже не придумаешь!!!","Разграбляют свою республику Казахи??? Вы что опупели??? Она и так у вас уже в разрухе!!! При ""оккупантах"" у вас безпредела такого не было! Хуже казахов для Казахстана уже не придумаешь!!!",@lmrsva,2025-11-04T05:57:47Z,13
UgwOGFL0tdxBkA5MVy14AaABAg,gvDGa3Fw2Jc,,Санжар лает караван идёт народ вы скоты,Санжар лает караван идёт народ вы скоты,@АрманДюсембаев-б1у,2025-11-04T05:57:29Z,8
UgwBMAFCSvgEfk983_R4AaABAg,gvDGa3Fw2Jc,,"Узбекистан в отличие от нас 
Реставрирует строения 100 летней давности 😢","Узбекистан в отличие от нас 
Реставрирует строения 100 летней давности 😢",@JakeUnderovi4,2025-11-04T05:56:56Z,7
UgxMaTxPwM3tWKqo7BN4AaABAg,gvDGa3Fw2Jc,,"Санжар молодец!!!
Хотелось бы услышать этот вопрос в парламенте, хотя априори им по барабану","Санжар молодец!!!
Хотелось бы услышать этот вопрос в парламенте, хотя априори им по барабану",@ГалинаЕсбаева,2025-11-04T05:55:49Z,12
UgwxCCocF0zuRcgrRex4AaABAg,gvDGa3Fw2Jc,,"Не согласен, красиво пилястры убрали, дурдом отдыхает, почему потому что отдыхает 😊😊😊","Не согласен, красиво пилястры убрали, дурдом отдыхает, почему потому что отдыхает 😊😊😊",@ЕгорЕгоров-р1ш,2025-11-04T05:54:51Z,1
UgxzA7DNKTRjbyMNSNt4AaABAg,gvDGa3Fw2Jc,,Зачем сломали? Не поняла! В чем проблемма была? Неужели другиз проблемм не было? Я не в теме.,Зачем сломали? Не поняла! В чем проблемма была? Неужели другиз проблемм не было? Я не в теме.,@lmrsva,2025-11-04T05:52:58Z,7
UgzR2mvnZK7GsV2iJlh4AaABAg.AP5Om9l6DmVAP5Pi4e-Fx6,gvDGa3Fw2Jc,UgzR2mvnZK7GsV2iJlh4AaABAg,НАТО нас сажрёт и даже неподавятся.ты посмотри сколько Америка развезала войн.они настоящие колонизаторы.очнись .что ты пишешь товарищ.нато вообще было придумано для уничтожение России и средней Азии.и забрать ресурс.,НАТО нас сажрёт и даже неподавятся.ты посмотри сколько Америка развезала войн.они настоящие колонизаторы.очнись .что ты пишешь товарищ.нато вообще было придумано для уничтожение России и средней Азии.и забрать ресурс.,@MihailRingach,2025-11-04T05:52:51Z,0
Ugz0B190_6_7LNbDXw94AaABAg,gvDGa3Fw2Jc,,"Благодаря Санжару мы узнаем варварское уничтожение зданий исторического значение,за всеми этими стоять конкретные имена необходимо объявить","Благодаря Санжару мы узнаем варварское уничтожение зданий исторического значение,за всеми этими стоять конкретные имена необходимо объявить",@Дауыл-ш7д,2025-11-04T05:51:42Z,8
UgxxsXj43FSzJapjunN4AaABAg,gvDGa3Fw2Jc,,"Варвары, ужас, кто им разрешил, головой не думают, лишь бы деньги отмыть,та Санжару респект","Варвары, ужас, кто им разрешил, головой не думают, лишь бы деньги отмыть,та Санжару респект",@ЗамираМолдабекова-щ3ы,2025-11-04T05:51:24Z,7
UgxRaiA4xoEIkpIbBzR4AaABAg,gvDGa3Fw2Jc,,Все сломали своими корявыми руками😢,Все сломали своими корявыми руками😢,@sergeyts6626,2025-11-04T05:50:03Z,5
UgzyKsP2nKKlkVMK8YJ4AaABAg,gvDGa3Fw2Jc,,400 миллиардов тенге,400 миллиардов тенге,@ЕржанУсембаев-ю7щ,2025-11-04T05:48:24Z,7
Ugxg0bhqdiI0UJNQil94AaABAg,gvDGa3Fw2Jc,,"В казахстане нет нигде логики, главное отмыть деньги и всем хорошо 🤣🤣","В казахстане нет нигде логики, главное отмыть деньги и всем хорошо 🤣🤣",@mottimiics9282,2025-11-04T05:47:46Z,9
UgxgyXprFQt5t7a1pVp4AaABAg,gvDGa3Fw2Jc,,https://youtu.be/SGQE85jJv5Y?si=jhrJL8D2RWcJKzKd,https://youtu.be/SGQE85jJv5Y?si=jhrJL8D2RWcJKzKd,@ruslan4143,2025-11-04T05:46:01Z,1
UgwbdhiK_TXyyU8-WWF4AaABAg,gvDGa3Fw2Jc,,https://youtu.be/HJWg7AyeyOo?si=h881drfm537JLc4X,https://youtu.be/HJWg7AyeyOo?si=h881drfm537JLc4X,@ruslan4143,2025-11-04T05:45:45Z,1
UgxoiOduO983njItact4AaABAg,gvDGa3Fw2Jc,,Варвары чмошники за деньги они готовы хоть себя продать!,Варвары чмошники за деньги они готовы хоть себя продать!,@Энштейн-х3я,2025-11-04T05:45:43Z,9
UgwfDs61eACejtqZuEh4AaABAg,gvDGa3Fw2Jc,,За такие деньги можно построить пару таких  зданий,За такие деньги можно построить пару таких  зданий,@кунтуганСанихан,2025-11-04T05:45:41Z,4
UgyZTH40IOTwiHj2p_V4AaABAg,gvDGa3Fw2Jc,,Рахмет!,Рахмет!,@vineraishnyazeva8903,2025-11-04T05:45:31Z,3
UgzfgC27_LNy4M3KzIJ4AaABAg,gvDGa3Fw2Jc,,https://youtu.be/KyOTtJirSZY?si=6IUMx2zs5gYB35QB,https://youtu.be/KyOTtJirSZY?si=6IUMx2zs5gYB35QB,@ruslan4143,2025-11-04T05:45:28Z,1
UgwAOw0r1A7FdxQ4loV4AaABAg,gvDGa3Fw2Jc,,Санжар лучший,Санжар лучший,@mensenmen,2025-11-04T05:45:21Z,6
UgwhBbqxPP2FzZmVgpV4AaABAg,gvDGa3Fw2Jc,,https://youtu.be/7GG6gNsLED4?si=Xze7jBrjGt3HJOIS,https://youtu.be/7GG6gNsLED4?si=Xze7jBrjGt3HJOIS,@ruslan4143,2025-11-04T05:45:14Z,1
Ugw_V6GSmpBFEPQHHz94AaABAg,gvDGa3Fw2Jc,,"Как надо ненавидеть свою страну! 
Кантар не за горами!","Как надо ненавидеть свою страну! 
Кантар не за горами!",@alash6226,2025-11-04T05:44:58Z,3
UgyPDxQAbsPOQQllWoh4AaABAg,gvDGa3Fw2Jc,,"2,5 млд😮😮😮 и каждыи раз таким оброзом разворовыется народные деньги ?это только один обьект а другие ?
Одни жулики 😮😮😮
Кто должен следит за этим 
Они знает что тут сам черт не разберется и все везде подряд хищение 
Народ от.нищеты плачет они ржут и ворует Госс добро !","2,5 млд😮😮😮 и каждыи раз таким оброзом разворовыется народные деньги ?это только один обьект а другие ?
Одни жулики 😮😮😮
Кто должен следит за этим 
Они знает что тут сам черт не разберется и все везде подряд хищение 
Народ от.нищеты плачет они ржут и ворует Госс добро !",@Шах-у1и,2025-11-04T05:44:45Z,5
UgzR2mvnZK7GsV2iJlh4AaABAg,gvDGa3Fw2Jc,,"Кәзіргі Билік пен болашақ жоқ 💸🍜👂👎🐷🐑🐐🐷
Қазақ Елінің болашағы Қазақ Тілінде 🇰🇿❤️🇰🇿🤲✊ 
Қазақ Елінің болашағы демократия НАТО 🇰🇿❤️🇺🇸💪👍🤝🤲✊☝️","Кәзіргі Билік пен болашақ жоқ 💸🍜👂👎🐷🐑🐐🐷
Қазақ Елінің болашағы Қазақ Тілінде 🇰🇿❤️🇰🇿🤲✊ 
Қазақ Елінің болашағы демократия НАТО 🇰🇿❤️🇺🇸💪👍🤝🤲✊☝️",@ruslan4143,2025-11-04T05:44:40Z,1
UgwkOUCdsfTQcz6YAv54AaABAg.AP5JzylbY9gAP5OlLmB7m8,gvDGa3Fw2Jc,UgwkOUCdsfTQcz6YAv54AaABAg,Построен в советское время вот поэтому надо культурную память срочно ститреть,Построен в советское время вот поэтому надо культурную память срочно ститреть,@Lusya-zz2sj,2025-11-04T05:44:33Z,1
Ugwc_ThxsVUJ1bEqFgx4AaABAg,gvDGa3Fw2Jc,,"Когда на посту президента Мебель вот так и в стране !
Надо что то делать ! Выходит на митинг на этот беспредел!","Когда на посту президента Мебель вот так и в стране !
Надо что то делать ! Выходит на митинг на этот беспредел!",@alash6226,2025-11-04T05:44:10Z,3
UgxsT-X2L2oOD5FuI_d4AaABAg,gvDGa3Fw2Jc,,👍👌,👍👌,@REMNANT-e8n,2025-11-04T05:43:15Z,1
UgwLOgGwkLVVK1KeXE54AaABAg,Io8GbskM6WU,,"Знает Токай обо всём. Но он, обещал назарбаю и его семье, пожизненную ренту. Утильсбор это финансирование семейки первого, а так же ,,мертвых душ,, заводов призраков по утилизации.","Знает Токай обо всём. Но он, обещал назарбаю и его семье, пожизненную ренту. Утильсбор это финансирование семейки первого, а так же ,,мертвых душ,, заводов призраков по утилизации.",@Зубр-к1я7с,2025-11-04T05:42:18Z,0
UgxSD2IhjEQe82TCqZl4AaABAg,gvDGa3Fw2Jc,,Можно было автобус купит за эту цену,Можно было автобус купит за эту цену,@Karim_blog_official,2025-11-04T05:41:45Z,3
UgyZKMNVo_Qvq0JkQIB4AaABAg,gvDGa3Fw2Jc,,"Акимы, министры - одни и те же лица, по кругу их меняют! Где новые лица? Зачем возвращать списанного министра во власть, зачем ставить министром транспорта главу КТЖ, на который весь Казахстан жалуется? У Токаева в почету подлизы типа Уали, Досаева, Жумангарина в почете вместо эффективных упраленцев! 

Система прогнила полностью! У народа нет доверия ни к полицейским, ни к прокурорам, ни к судьям, ни к акимам, ни к президенту. Нужны реформы, похожие на те, что провел в Грузии Саакашвили! В будущем нам нужна будет парламентская республика чтобы больше не было в Казахстане автократов как Токаев и Назарбаев. AES-ke, paradqa qarsymyz! Jaña Qañtar juyrda.","Акимы, министры - одни и те же лица, по кругу их меняют! Где новые лица? Зачем возвращать списанного министра во власть, зачем ставить министром транспорта главу КТЖ, на который весь Казахстан жалуется? У Токаева в почету подлизы типа Уали, Досаева, Жумангарина в почете вместо эффективных упраленцев! 

Система прогнила полностью! У народа нет доверия ни к полицейским, ни к прокурорам, ни к судьям, ни к акимам, ни к президенту. Нужны реформы, похожие на те, что провел в Грузии Саакашвили! В будущем нам нужна будет парламентская республика чтобы больше не было в Казахстане автократов как Токаев и Назарбаев. AES-ke, paradqa qarsymyz! Jaña Qañtar juyrda.",@2025-t3s,2025-11-04T05:41:05Z,7
UgwQcSSwFp8tbpj_9Qp4AaABAg,gvDGa3Fw2Jc,,Без комментариев,Без комментариев,@nurslu.abramovich,2025-11-04T05:40:58Z,5
UgziP42AdzP9W1Ihfbx4AaABAg.AP5KFkFJd27AP5OH3fr2Jt,gvDGa3Fw2Jc,UgziP42AdzP9W1Ihfbx4AaABAg,"80 млн на проектирование нормальная адекватная цена
вопрос в другом, нужно ли было оно 
и потом 80 млн и 2.5 млдр разница пропасть","80 млн на проектирование нормальная адекватная цена
вопрос в другом, нужно ли было оно 
и потом 80 млн и 2.5 млдр разница пропасть",@rpbigshaq,2025-11-04T05:40:17Z,1
Ugz_q0kIsuXDc-UJuZN4AaABAg,gvDGa3Fw2Jc,,80 млн на проект ? 😮😮😮,80 млн на проект ? 😮😮😮,@SuperKeeper,2025-11-04T05:39:51Z,2
UgzVm7KjgSyhW2paStl4AaABAg,gvDGa3Fw2Jc,,"Просто в шоке. Это как надо ненавидеть свою страну, чтобы так безбожно воровать. Кудай жазасын берсін,  омбағандар.","Просто в шоке. Это как надо ненавидеть свою страну, чтобы так безбожно воровать. Кудай жазасын берсін,  омбағандар.",@Dfurtf,2025-11-04T05:39:50Z,21
UgzrwnYE83Gj-dC6lv54AaABAg,gvDGa3Fw2Jc,,Даже плитку уложить не могут .а уж здесь уж точно все испоганят,Даже плитку уложить не могут .а уж здесь уж точно все испоганят,@НатальяПанасенкова-у8й,2025-11-04T05:39:08Z,4
UgwPpfouOJ6luT5v4Pt4AaABAg,gvDGa3Fw2Jc,,Қазаққа ЖАУ қазақ,Қазаққа ЖАУ қазақ,@БаянЕсиркегенова,2025-11-04T05:39:06Z,3
UgzaGX541C2WmbdrEFx4AaABAg,gvDGa3Fw2Jc,,С пластмасса китайского налепят,С пластмасса китайского налепят,@БахытжанАбуев-ы1х,2025-11-04T05:38:18Z,4
UgzkdfkAxr_4KPMP_3x4AaABAg,gvDGa3Fw2Jc,,"Воры -- это да, но что это было ""красиво"", тут уж gpt тебя подводит, молодой е'стет.","Воры -- это да, но что это было ""красиво"", тут уж gpt тебя подводит, молодой е'стет.",@KimKimmen,2025-11-04T05:36:17Z,3
Ugyz4QTZgIt02MDOsG14AaABAg,gvDGa3Fw2Jc,,Жемқорлықты тоқтаптай ел бола алмаймыз,Жемқорлықты тоқтаптай ел бола алмаймыз,@НурлыбекСатуев-х1с,2025-11-04T05:35:55Z,6
UgyqiWfmESR-M4Ysq_F4AaABAg,gvDGa3Fw2Jc,,"Казахская национальная игра ""тендер""","Казахская национальная игра ""тендер""",@ЕрболОспанов-ц1и,2025-11-04T05:35:28Z,9
Ugxvp4HV_X_-5ZhUSbt4AaABAg,gvDGa3Fw2Jc,,Нет хороших хозяев в Казахстане. Лишь бы денег напилить.,Нет хороших хозяев в Казахстане. Лишь бы денег напилить.,@valentinasubbotina4103,2025-11-04T05:34:13Z,5
Ugy1LmPcqxXiceZi6cF4AaABAg,gvDGa3Fw2Jc,,"Основная проблема что в стране Санжар Бокаев один, а коррупционеров прямо или косвенно участвующих в расхищении бюджета - тысячи.","Основная проблема что в стране Санжар Бокаев один, а коррупционеров прямо или косвенно участвующих в расхищении бюджета - тысячи.",@441980A,2025-11-04T05:34:13Z,76
Ugx1odr1MB3-33ebMvh4AaABAg,gvDGa3Fw2Jc,,"РУшить то, что создавали настоящие  специалисты!!  Умы и мастера того времени! И превращать в уродство с современными говноматериалами и технологиями(","РУшить то, что создавали настоящие  специалисты!!  Умы и мастера того времени! И превращать в уродство с современными говноматериалами и технологиями(",@Almaty-89,2025-11-04T05:33:23Z,5
UgxsngSJb0mLWbomx_p4AaABAg,gvDGa3Fw2Jc,,"Если мы все как Санжар будем контролировать все стройки Казахстана  - мы точно парализуем весь гос аппарат  , никто работать туда не пойдет , выгоды не станет . Вот будет смех !","Если мы все как Санжар будем контролировать все стройки Казахстана  - мы точно парализуем весь гос аппарат  , никто работать туда не пойдет , выгоды не станет . Вот будет смех !",@chingiskhan2025,2025-11-04T05:32:57Z,14
Ugw7Wg3pYSJBBvEtGMF4AaABAg,gvDGa3Fw2Jc,,Главный вопрос :кто всё это контролирует ?Почему на глазах у народа происходят такие вещи?И когда всё это прекратится?,Главный вопрос :кто всё это контролирует ?Почему на глазах у народа происходят такие вещи?И когда всё это прекратится?,@ninamironova427,2025-11-04T05:31:22Z,6
Ugzi8tMWy1GzRFjTqjx4AaABAg,gvDGa3Fw2Jc,,Санжар мырза ел басшыға ашық хат жаз! ВИДЕО жолдау жаса. Мынау не масқара?,Санжар мырза ел басшыға ашық хат жаз! ВИДЕО жолдау жаса. Мынау не масқара?,@Тоһа,2025-11-04T05:29:46Z,2
UgyW--m-4zmFLz0H_kh4AaABAg,gvDGa3Fw2Jc,,Беспредел,Беспредел,@ДжонСноу-э1ц1э,2025-11-04T05:28:54Z,4
UgxB_eO74LbvK3vjxZt4AaABAg,gvDGa3Fw2Jc,,Басшы оңбаған боп тұр ғой. Жаңа Қазақстан осы шығар.   Бұл кетiсте не болады екен?  Масқара ғой. Халықты аңдып әртүрлі жолмен қыспаққа алып жатыр өздері елдің көзiн бақырайтып ұрлап тонап жатыр. Келешектi ойлайтын  билік жоқ. Болашағымыз қалай болады? Егеменді ел болып қаламыз ба? Әлде орыспен қытай бөліп алады ма?,Басшы оңбаған боп тұр ғой. Жаңа Қазақстан осы шығар.   Бұл кетiсте не болады екен?  Масқара ғой. Халықты аңдып әртүрлі жолмен қыспаққа алып жатыр өздері елдің көзiн бақырайтып ұрлап тонап жатыр. Келешектi ойлайтын  билік жоқ. Болашағымыз қалай болады? Егеменді ел болып қаламыз ба? Әлде орыспен қытай бөліп алады ма?,@Тоһа,2025-11-04T05:27:24Z,3
UgziP42AdzP9W1Ihfbx4AaABAg.AP5KFkFJd27AP5MkkEiPAv,gvDGa3Fw2Jc,UgziP42AdzP9W1Ihfbx4AaABAg,Варвары,Варвары,@НурияЕрназарова-н7л,2025-11-04T05:27:00Z,2
Ugzvbj5XJfXTZuWCfSp4AaABAg,gvDGa3Fw2Jc,,ДОЛОЙ ВОРОВСКУЮ ПРЕСТУПНУЮ УЗУРПАТОРСКУЮ ГНИЛУЮ ВЛАСТЬ 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,ДОЛОЙ ВОРОВСКУЮ ПРЕСТУПНУЮ УЗУРПАТОРСКУЮ ГНИЛУЮ ВЛАСТЬ 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,@Назарбай1,2025-11-04T05:25:44Z,5
UgxX0EhsWlqLKRO6a614AaABAg,gvDGa3Fw2Jc,,Жарайсың Сандар нағыз еліміздіі патриоттысыз!,Жарайсың Сандар нағыз еліміздіі патриоттысыз!,@goripzholdas4569,2025-11-04T05:24:23Z,5
UgxvIbDThDfm17u9bNB4AaABAg,gvDGa3Fw2Jc,,Фигня они ещё затеят контрремонт и так ещё спиздят жепутаты не работают ответсвенные депутаты маслихата всех на увал,Фигня они ещё затеят контрремонт и так ещё спиздят жепутаты не работают ответсвенные депутаты маслихата всех на увал,@МуратБижанов-ц8л,2025-11-04T05:23:58Z,5
