comment_id,text_original,lang_model,is_kazakh_model
Ugy4-mKZEOJFY7Yk4MJ4AaABAg,Шарлапаевтың орны түрме,kk,True
UgzrtrXLzFFJXPd4KDF4AaABAg,"Бокаев,Тайжан осы екеуінн берер едім",kk,True
Ugyx_vB9KCzQovP3s3V4AaABAg,"Жарайсың Санжар,шаршама  арттарын ашуға",kk,True
UgwGHH26aCXWm0pQcU14AaABAg,Президент болатын жігітсің ғой сен бауырым,kk,True
UgypUe0Di3jPKlyZ5qt4AaABAg,Жарайсың Санжарым,kk,True
UgzYWSfjkB_8vjDUWTB4AaABAg,"Басы жасамайтын үкімет тұңғиыққа батыратын үкімет,митинге шығайық, демократиялық мемлекетпізғой",kk,True
UgxRiNYMRBRHrjB_gN54AaABAg,"Маскара,  акша ушын мына панелей не имтемекшы",kk,True
UgyEqiHzImsV0aYGNwx4AaABAg,Санжар жарадың.Жаманат қо олар Аманат емес өңкей ешектер жиналған.Аман жүр.,kk,True
UgzhUyQLm1DcjiF1NTR4AaABAg,"НАМЫСТЫ КОЛДАУ КЕРЕК.Б!РГЕ БОЛУЫМЫЗ КЕРЕК.ШАРЛАПАЕВ,СКЛЯР СОТКА ТАРТУ КЕРЕК.",kk,True
UgzN5XQYoYn1g9yhVhV4AaABAg,"Путекенын артына кобырек кырсын Евразес, Томоженыи союз Кандаи паида бызге келып жаткан 20млн аз халкымыз кобы каиршы зарплата алы 100мын 150 дегендеи  продукты кунде осуде не жокттын бары бар мунаи , мыс, Темыр, уран тагыда баска толып жатыр осы жер баилыкпен 20млн адамды бага алмаи отыр быр кытаидын каласындаимыз халкымыз, Пазор соз жок уят бундаи баи мемлекет болмаиак коиаиык 20млн халыкты бага алмау Пазор шеттерынен каиршы халык уилеры жок машинага колдары жетпеиды берген кредиттеры 50процентык паиз быз баи мемлекет быз деп аитпаиак коисын шыренып намыс жок",kk,True
UgwUB0oP1kY1dndlmUp4AaABAg,Санжар арыстан ғой!!!,kk,True
UgzOhgn90byX0NU9PAd4AaABAg,Менде  5. 500000 кредит бар еді жауып брсеғо үкімет рахмет айтар едім,kk,True
Ugyj3WYPpn7bSPsYKxl4AaABAg,Санжар балам алла осындайлар сактасын,kk,True
UgwrHPsWpa0K6r5Ve8N4AaABAg,Утилсбор алынып тастасын,kk,True
UgxXh8KQs-hMnfZc8qV4AaABAg,"Анау кісі арандатушылық жасап жатыр ғой! Мына жігіттер жағасын жыртады деп. Қарапайым адамдарды бір біріне айдап салып сырттан бас біреудің ойын іске асырғанша, халықтың нақ жағдайына көз жүгіртіп,  қолыңнан келсе өзі нағыз жан ашыр бола алғаныңыз дұрыс еді!",kk,True
Ugw0aITF4rswsnsXIxt4AaABAg,Алла жар болсын   абай болшы,kk,True
UgzMvZ09M7Bjlxhax2B4AaABAg.A7MWB2hthCdA7MWarMsCd3,"НҰРШАЙТАН ШОУ !!!
ПРЕСТУПНЫЙ КЛАН НҰРШАЙТАНА И его ручной президент!!!",kk,True
UgyHLxmphv2cNQwvCfl4AaABAg,Жарайсыңдар.,kk,True
UgzEtoTUjD-tl6XaoBt4AaABAg,"Мынаны тындап отырып куйiп кетедi екенсiн, кашан кутыламыз бул үкіметтен?",kk,True
Ugz4V12_fXPqQZ2U4ll4AaABAg,Шарлапаев сотталсын!,kk,True
UgzhTK2CHbb6FZxzPnt4AaABAg,А/шаруашылығын осылай өшіріп жатыр  халық үндемей отырып Жаңа Қазақстан  деу  қияли  әңгіме,kk,True
UgyEIWGx8nK8rNZPKyh4AaABAg,Зайтов президент Бокаев премьер министр жана Қазақстан дайте малодежы место Қазақстан логистическая странна,kk,True
Ugxq-WyI5ZLfOCAugut4AaABAg,Не Деген сумдык 😮,kk,True
Ugx9UGuMhavSu6vdM-d4AaABAg,Ассаламалейкум Санжар баурым жараисың біз арқашан қолдаимыз сені депутат болуыңды қалаимыз,kk,True
UgxWgy7_1wLHrlBsQCR4AaABAg,Толык қолдаймыз кетсін ондай әкім сізге үлкен рақмет,kk,True
UgziFmHth0OQ6yN8Ckx4AaABAg,Санжар алға маңыратшы бұл иттерді.,kk,True
UgxNH25CjQ469jkUKKd4AaABAg,КОМЕНТАРИИ  ПИШИТЕ    ДОРОГИЯ  СОГРАЖДАНЕ  ОТАНДАСТАР  ҚОЛДАИЫҚ    ЖАСТАРДЫ,kk,True
UgxbK2G2W8fWGHPi8zN4AaABAg,Тек кана Алга осылай Гана жемкорларды жоюга болады,kk,True
Ugxj5yMpsb98bM9udPd4AaABAg,Санжар дұрыс аитады,kk,True
UgwDUgs3Hq50oIARL8p4AaABAg,Распелили АО Назарбаев-Тоқаев и К,kk,True
Ugx5p_e57G_DnesMWKJ4AaABAg,Еркексин,kk,True
UgwcHkCHAsabX1DUxh14AaABAg,"Жоғарыдағылар өздеріне плотно ""зона комфорта"" жасап алған. Деньги капают из неоткуда дегендей",kk,True
Ugy22rXR464EJa6gJBh4AaABAg,"Пайдасыз, қайырсыз үкімет👎",kk,True
UgzwBtTWtzhuq8T49cR4AaABAg,Ассалаумағалейкум Дұрыс Аман болшы бауырым,kk,True
UgwAkcUgU9Lc3QN0kch4AaABAg,Ма мына ақымдер әбдан жынданыпқетқен шығар ақшаның тұбыне қырып,kk,True
Ugzh6y5QICl5of6dzJ54AaABAg,"Біздің зандар бойынша, тікелей ақша үнемдеп сатып алсаң, Жемқор деп соттап жібереді! Тікелей ала алмайсын! Алайда, бірнеше есе қымбат, рұқстат қағаздар жасап алған фирмалар жарысып сатса, ережеге сай алған боласын!",kk,True
UgxDyI1MsvEDcgHOp4F4AaABAg,Осы былыктан кашан кутыламыз .,kk,True
Ugy7bVKgG40dhBvzuB54AaABAg,"И тт ер урламаган заты қалмапты,ауаны бузса миллиондаган адамнын омирине қауып тонип тургой,ол басшысымактарды қатаң жазаға тарту керек",kk,True
UgwhOGeRBm4mClAhs8l4AaABAg,Үкімет ойларына келген заңын шығарып жатыр халықты қысып ақша  алуды білет,kk,True
UgzcYmqNjrDIkS92Yf14AaABAg,Нағыз минстір болатын азамат,kk,True
UgxK9RmhkCa382AvAqZ4AaABAg,Дұрыс айтасың Санжар. Сен  сияқты  жастар  келсе  халықты ойлаған. Нұр  ұстіне нұр болар  еді. Призидентің  айналасында  иманды халқын  оцлайтын  қазақ  жігіттері керек иманды. Барлық   істің   жауабы  барын білсеғой. Біркем  дүние ай.,kk,True
UgxMaTPXOoeYlgIeGsx4AaABAg,"Санжар біз сені қолдаймыз. Олар үстіндегі маржасын 10 пайызға дейін түсіру керек. Соның өзі жетеді оларға. Қазақстанда жасалған өнім арзан, әрі қолжетімді болуы керек.",kk,True
Ugx1kF7Ibpjl37LFF2x4AaABAg,Полный газ алга Казахстан айырып тасташы,kk,True
UgytkM0Eau6yS3eVnmd4AaABAg,"Біздін ауылда бір ғана трактор ескі, барлығы соның артынан жүгіріп жүреді жер көп өңдейтін техника жоқ, ал өкмет болса жемқорлықпен айналысып жүр!!!!!!",kk,True
Ugy9xomNxMHkUJr6YNR4AaABAg,Жарайсың  Санжар керемет ризамын саған.,kk,True
UgyzTA4i07ixTsraRpp4AaABAg,"Санжар балам саламатсың ба? Соңғы кезде қарапайым халық пайдаланатын, өзімізде өндірілетін ұн  негізсіз 70-80% ға қымбаттады, билік тарапынан ешқандай реакция жоқ. Интернетке мүлдем әңгіме жоқ, тарифтерді асырып жіберді!!! Жалақы, зейнетақы сол-сол, жылына 8-9% ке көтереді,итке сүйек тастағандай қылып🤦🤦. Енді не істейміз мына кетісте, халық бірігіп алаңға жиналып талап ету қалды, басқа амал қалмады. Әлде Тоқаевтың жаулары аяғына балта ұрып, елде тәртіпсіздік жасамақ па? Президенттің кадрлық саясаты дұрыс емес ау деймін, өйткені Назарбаевтың алаяқтары әле де отыр лауазымдарында",kk,True
UgxI-n_PwdiVeorw2nZ4AaABAg,Осыларды бир бирлеп кешке устап ана дуниеге жиберу керек.,kk,True
UgxfAPU-LFLARtInuHB4AaABAg,Шарлапаев деген шала қазақ ол  Скляр екеуі Путиннің адамы олар орыстың агенттері оны бәрі біледі оны Ресейден әкеліп қалай министр болады қазақтардың іс қимылын бәрін Путинге жеткізіп отырғандар.,kk,True
UgzWBBrzEXxQF9YWKW54AaABAg,Менде қолдаушылар қатарындамын,kk,True
UgwDp2dwiJsfECuBUJh4AaABAg,2 ші қантар керек сияқты,kk,True
UgxmYi_6esKHxQ1vtSh4AaABAg,"Санжар,өте дұрыс шешім,сен елдің  тірегі,аман бол шы",kk,True
UgwQQBDRRQa_se2Mp6h4AaABAg,"Өте дұрыс,жарайсың.",kk,True
Ugw_Ytmfpb03k3_gC9N4AaABAg,Бандиттер отырып алған,kk,True
Ugw3BU-jBxfOEwU_Fcd4AaABAg,"Санжар, саған Склерозды жекпе жекке ( дебатқа) шақыру керек, әй бірақ ол шықпайды ау, шықса масқара болатынын біліп отыр.",kk,True
UgytW55ZH8qVKyDbJ-x4AaABAg,Санжар Қазақша Жиы Сөилесең Нүр Үстінде Нұр болар еді,kk,True
UgziaqZEZVTOebMtdA54AaABAg,алға Қазақстан 🎉🎉🎉🎉 жемқорлыққа жол жоқ,kk,True
Ugwt-HvLr0MJPJg30oZ4AaABAg.9RAKCcqUkOv9RAPpw9uTd2,"Ептвойроттар елдин проблемасн айтып жатса казакша сойле, руын кандай, мусылманснба дегенди койындар ким болсада дурыс айтып  жатыр",kk,True
UgwpdR7UwJQv9K_hOkx4AaABAg,склярды және шарлапайды жұмыстан құылып айыппұл салу керек халықтың жауы 😢,kk,True
UgxMr3anlxik38pAGhp4AaABAg,"Санжар алға халықтың атынан депутатта шындықты айтатын және антикорда сен. 
Үкімет пен олигархтар супер суаит болды халықты тонау бар мақсаты. 
Санжар мен бір топ батырлар абай болыңдар бұлардан бәрін күтуге болады",kk,True
UgzPudkv__4n1KURZcN4AaABAg.AOcPzGIly7eAP3o8PfOxKe,😂😂😂санжар биліктің адамы екенін ұмытпаңыздар,kk,True
UgyBKOzzqS0_iHI57XR4AaABAg,ПДФ копиясы интернетте болса оқып шығар едік.,kk,True
Ugy_j61QBQqFBzq2Lod4AaABAg,"Санжар сияқты Ақылды , Дана, Білім ді Азаматтар көп болсын Қазақ елін да",kk,True
UgyEypN9JQsmhfx-rI94AaABAg,Дурыс колдарынды жугіртпенз,kk,True
UgyUz8c9LFZJLSyBEVF4AaABAg,Санжар Рахмет Халыктын осылай козин аш Халык билсин Халық Жауларын,kk,True
Ugxd6SHb_Aexq1PApW94AaABAg,Қытай еліндегідей қатаң жаза қолдану керек. Әсіресе мемлекеттік шенділеріне заң бұзатындарына президентке дейін қатаң заң шеңберінде талап ету керек,kk,True
Ugwavcbb7KiZVOBUqkx4AaABAg,Санжар мен Владимирға ризамын. Нағыз патриоттар❤,kk,True
UgxayRHgY3XbKgemsQJ4AaABAg,Ракмет саган Санжар😢,kk,True
UgzZad9K10HXC_nlmzh4AaABAg,"Премьер министр құлағыңызға алтын сырға , қарапайым халықтың жағдайы өте төмен кетіп бара жатыр",kk,True
Ugw-O-UbSFTjeS6bjlZ4AaABAg,Акымды Токаев пен коса кууп жверемыз,kk,True
UgxzZV8cKmvD69MlvUB4AaABAg,Тоқаев жауап берсін шіріген жүйе Назарбаевтың күшіктері топастар,kk,True
Ugx9y7uc9gAcARR34YN4AaABAg,Оиына келгенің жасап жүр,kk,True
UgwTZXVNH980s8MGzdt4AaABAg,"Мынаны атқаны бір тиын бары быр машениктердің өйлаханы болады, неге десеңіз олар бары сыбайлас.",kk,True
Ugz-aQiFj1cOma3uZ7d4AaABAg,Санжар -жарайсың ! Алға !,kk,True
UgzTtiwySjCVnLHP6ZF4AaABAg,Өте дұрыс айтасың САНЖАР бауырым.,kk,True
UgzDexZojnIHd7ac8oV4AaABAg,Қазақтар 300 000 жыл болды сатқын болғандарыңа.,kk,True
UgwDooD9KJw6xIJT_tB4AaABAg,"Осы жүйені ҚУМАЙ ҚАЗАҒЫМА ЖАҚСЫЛЫҚ ЖОҚ ДАИН БОЛЫНДАР ҚАЗАҒЫМ АЛҒА ҚАЗАҚСТАН. 
✊️✊️✊️🇰🇿🇰🇿🇰🇿",kk,True
UgxDKJVLm9uPL1F2dup4AaABAg,"Іске сәт Аллаһ Тағала адалдық жолыңа күрескеннің үшін жолыңды ашып отырсын күш қуат берсін, көмек керек болса ай жаныңнан табыламыз....",kk,True
Ugws94cswqV2o9moup94AaABAg,Әігімесі жақсы ау осы жігіттің! Бірақ бұл жігіт кнб ма әлде жоғарының дайындап отырған адамы! Әйтпесе қазақ үшін бұл жігіттен де қатты айтқан Ағаділ сияқты тағы да басқа қазақтың шын жанашырларын өлтірдіғой біздің үкімет басындағылар! Енді сол жоғарыдағылардың Санжарға шамасы жетпейма күлкілі әрире👀😃 сондықтанда бұл жігіт шірік біреу.! Ол айдан аняқ!!! Аңқау аңғал қазағым ай😢,kk,True
Ugy56xLHQ0O14jmphrh4AaABAg,Үкімет отставкаға кетсін жұмыстары ноль министрлерін сықпыты мынау скоро конец,kk,True
UgwvRB_LMTaxf8K3utB4AaABAg,"Машиналарын  өртеп, директорлардың көтіне ағаш тығу керек екінші Қазақстанға жоламайтын қылып сукалар😡",kk,True
UgzUjvMKEf-rV8MWvp54AaABAg,Жарайсың Санжар 😅 вот у нас беспредел в открытую,kk,True
UgwGyBI0eyEUb-sqnfZ4AaABAg,Досаевқа үлкен рахмет 😂ақша ұрлаудың түрлі әдістерін біледі☝🏻🇰🇿,kk,True
UgxqVWs2Ih_ioiwY8iN4AaABAg,Еее Санжар бауырым Алла саған узак омыр берсын сен сиякты батырлар көп болсын!,kk,True
Ugy2lFNS9b9Q-3F7z7l4AaABAg,Қолдаймын дұрыс шешім,kk,True
UgxiKvvEKTxC79yTfYZ4AaABAg,Алга жигиттер жарайсындар..,kk,True
Ugw_3_XDQVE2YXb6NJR4AaABAg,"Санжарға мың алғыс
Олда біз сияқты адам. Жаны ашығасын айтып жатыр",kk,True
Ugyu5ciR1CCCMqfQkgR4AaABAg,Санжар көтін айырады бәрінің😂,kk,True
UgxH8rcgUMQBza8qvO94AaABAg,Санжар аға сіздің Қазақ тілінде сөйлегеніңізді біріншірет көріп тұрмын✊,kk,True
Ugx8YQxW4msgeIgSud54AaABAg,"Қазақты екі бастық ұстап отыр ма, мүмкін үшеу шығар?",kk,True
Ugy9HkmXnDCs5bDuL-p4AaABAg,"Такай позор болдын,САНЖАР ИН.АГЕНТПЕ СУКА",kk,True
Ugxo5pb9esoNRCZWg-N4AaABAg,"Халықтың қамы үшін ерінбей Америкаға барып дәлелдеуде, не деген ерлік, батырсың Санжар.",kk,True
UgwUE1MqSTSxNT2PRo94AaABAg,"Мына браттын жұмыртқасы тас екен, көпшілік сондай болса ғой шіркііін",kk,True
UgxqpIXGfv93n_ikQCV4AaABAg,Акимди дарга асу керек,kk,True
Ugz3DJQ139A5mrN8hhZ4AaABAg,"Жана Казакстан по тОкаевски, жарайсын 😢",kk,True
Ugw5dzdRcen4LFoQap94AaABAg.A4f-x6SnF4UA4f92gVt9Eg,Халық біріксе шешілмейтін түйін жоқ,kk,True
UgyAyPx5HuY2E78rYap4AaABAg,Если Санжар прав то это полная хохма😂 оу ағалар ұялсаңдаршы бейшара боп отырғанша намыстарың бар ма өзі бір қасқа кедейсіңдер ғо жер басып қана жүрген😠 ештеңе бітірмесеңдер кетсеңдерші барып мал бағуға ең болмаса содан пайдаларың тиер,kk,True
Ugynp1l9JI1fZFJvjd14AaABAg,"Қоян жүрек ,намыссыз ,сатқындар екен.Санжардың тырнағына татымайды.",kk,True
UgzOOwQaZKLmjAz1S9R4AaABAg,кашанга өтірік айтады түк ұят жоқ,kk,True
UgxDAn2WuDQZ9b2tFuN4AaABAg,Жұрттың не айтқаны не керек.Тура жүре беріңіз,kk,True
Ugz-DZbvpz4mGctvkUp4AaABAg,"АсСаляму Ғәләйкум Санжар інім жәрәйсің.
алға, Бір АЛЛАҺ Тағала Сақтасын Қолдасын.
Әмин",kk,True
UgxqUVraS4s2NmE33tB4AaABAg,Өкімет басына сиздеи жумыска келу керек әйтпесе  болашағымыз булынгыр,kk,True
UgxF2BUrWIvHY8lhKTN4AaABAg,"Санжарды пример министр етіп тағайындау керек.  Сбордың қаражаты белгісіз алаяқтардың қолына кетіп жатыр.  
Алып тастауын талап етеміз, утилизацияны.",kk,True
Ugwo-N8EQuLXgsN7ZYx4AaABAg,"Санжар Мырза сәлеметсізбе. Құдай сақтасын! ІІМ-гі дендері саума? Ұлттық қауіпсіздіккеде сенім жоққой. Қасқырдың терісін жамылып, не істеп жүр. Өздерімен салыстырып жүрме? Алла жар болсын Санжар Мырза!",kk,True
UgzyRxP3u6D_QfHYyKJ4AaABAg.A431xV4JyS8A43IwvXbf_G,Қалай соттайды өзі доляда отырса,kk,True
UgxC37kxLcbsTv5FqAB4AaABAg,Санжар нағыз Казахстанның батыры🇰🇿,kk,True
Ugw5ZxfsxT_Sln5C_mx4AaABAg,Мен әлі төлеп жүрмінғой.😢,kk,True
Ugw52rmcb9Fcko44o6B4AaABAg,Алла еліміздің тәуелсіздігін ақиретке дейін жасатсын. Ең дамыған елдердің бірі болуын нәсіп етсін. Адал және Әділ басшылары көп болсын. Әмин,kk,True
UgwkYm0rS2G42y0xdKZ4AaABAg,Досаев не істеп жүр,kk,True
UgxgXfLPJo9wY97yFbh4AaABAg,Санжар айтып жатсыңау олар бәрібір түсінбеиді,kk,True
UgwsuPl_9Y7KGkaqgzZ4AaABAg.A4nSGEaQuJWA4nV8TBymbN,"​@СаматСиткаринБайғус, өзіңді айтып тұрсың",kk,True
UgyQbHeERl9TwIIN_gR4AaABAg,төл мерекелеріңіз құтты болсын,kk,True
Ugy6joVnpuGqDP55h7x4AaABAg,Госпадин Бокаев сен жігітсің.Маңғыстаудан салаумалейкум,kk,True
UgxroIvznzoZDA0akdV4AaABAg,"Менім ұсынысым 30 жыл тақта парламентте отырған депутат сымақтар,халықтан жымқырған ақшаларын медальдарын және пәтерлерін қайтару керек деп ойлаймын ,ал сіздер қалай ойлайсыздар?",kk,True
Ugzy4AFPoyYsHyjyHJN4AaABAg,ХАЛЫҚ НЕ ҮШІН ТӨЛЕУ КЕРЕК ТҮСІНБЕЙМІН  МҰНАЙ ГАЗ УРАН АЛТЫН ҚАЙДА,kk,True
UgzDLFO86MZme30CZbN4AaABAg,"Жоғарыда отырған ақжағалылар,  сонда бір авто құрастырушыларға айталмайма!?  Телефон кірсін көрсін халық білсін,  ештеңе жасырма ауыруын жатырған өледі,  жасырған сайын халық күдіктенеді деп айталмай солардың айтқаның орындай береме!?",kk,True
Ugzczpgugwy6_EXGCwZ4AaABAg,"Толық колдаймын, не деген топас әкім, халықтың мұңын айтқан адамды бірден түрмеге шірітуге дайын тұратын билік неге үндемейді, міне нағыз осындай топас, жерін сатпақ түгіл тегін бере салатын малды неге соттамайды.",kk,True
UgwvId_IYliAPpvxey54AaABAg,"Тоқаи, Досай ұрылар 😅",kk,True
UgzKGFj-4mk735QI_O14AaABAg,"Халық үшін шырылдап жүрген блогерлерді, мажилиске сайлау керек, парламентте көбейгесін олар халықтың мүддесін қорғай алады, көбірек жинау керек, өйткені мажилисте жаңадан барғандар өте аз, оларды ортада жеп қояды, жоғарыға көтере беру керек, бұрын барғандармен бірге жиналып күш болады.",kk,True
Ugw9vrMJk9ES0G05ahF4AaABAg,Бляяя мына Санжарды КНБ бастыгы кылып койса барин котке айдайды,kk,True
Ugzk_K7hVqFkees9Sat4AaABAg,Казак такси ыске косылды приложение менын тик токта инста,kk,True
Ugx-Hb24z_LnTAcbIbV4AaABAg.A6nD9QyGiTRA6nMyQ8E7-M,"Санжар басқа мәселені көтермеу керек деп талап қоймақсыз ба? Утильсборда әзірге жеңіске жете алмасақ Шарлапаевты атып тастау керек немесе асылып өлуіміз керек дейсіз бе? Санжар былықтардың бәрін шығарып жатыр. Утильсбордағы былықтардың бәрі шықты, алайда билік көзін тарс жауып отыр, өлгенімше  ақшаға жабысып өлемін деп. Сонда біздер басқа ешнәрсемен айналыспауымыз керек пе?",kk,True
UgwMM9uov19H8ntaLSt4AaABAg,Жарайсың бауырым.Алла жар болсын сызге.Алга тек канал алға.,kk,True
UgzUwn9uMR2LtV840BZ4AaABAg,Санжар братишка алга биз биргемиз.Актобе✊,kk,True
UgwcFqc1JabAU2kwuux4AaABAg,Мына такырбасты орнынан алатын адам болмады ау,kk,True
Ugw-Hmb7Q4nXAepCcph4AaABAg.A4Ksc3nZDh2A4KujHulLMJ,❤нагыз адал батыр азаматсын жасай бер,kk,True
UgyEx3JAajxQ-SvIC9B4AaABAg,"Байларды байытып! Карапайым халыкты тонап! Кедейлеткен уятсыздар! Али де жазаларыныз болады! Айналаназга, халыкка караныздар! Жетисип журген ешким жок! Баринде кредит, ипотека, каспи жума, Каспи ред! 

Абден шектен шыктындар, уятсыз, арсыз , аш «пенделер» оздеринин кара басын гана ойлаган!",kk,True
Ugwa0IGNsN0zvzt6PgJ4AaABAg,"Санжар түсіндік, енді Қалаи тоқтатамыз бұл ала аяқтарды?",kk,True
Ugz-St49bmBIWJfFvSx4AaABAg,Раской айтып отырганы. Барин соттау керек узак жылдарга. Олар отырганда биз оналмаймыз.,kk,True
UgyMiatJoxXWMmjJavp4AaABAg,Ассалаумағалейкум Санжарик ты Наш Будущий Президент РК,kk,True
Ugx1zJb6Qn8jpfmL2tZ4AaABAg,Санжар барин далелдедиң енди адал еститин адамдар керек халқының жағдайын ойлайтын,kk,True
UgwIMU5pooOzWfZA6TZ4AaABAg,"АсСаламуалейкум.Бауырлар.Екь дүниеньн бақ даулетьн мақсат қылып көздегендердь,ниетть дұрыстап ---Аллаһ Тағала Фирдаус жәннатқа өзьне оралуды жеңьлдетсьн .Санжар бауырым ---және бьр бьрьне Ел болып екь дүниедеде бақытты болу үшін көмектесушьлер.Бұл дүниеде қонақ екеньмьздь ұмытпай,мақсат амалдардың қабыл болу шарты Ыхлас және сүннет бойынша екеньн қайталайық.Аллаһ Тағаланын ең жоғарғы Фирдаус және бүкьл жәннаттық мейьрьмьнде болайық ағайын.Амин.Иллайьм.",kk,True
UgwSovzTnYEN5K9GU4t4AaABAg,ЦЕЛЬ-ҰРЛАУ. Ұрлық-түбі қорлық😂,kk,True
UgzkzNw0wY2LaLlVcIN4AaABAg,Санжар бауырымыз өте  мәдениеті анық тусіңдіреді,kk,True
Ugy9wjOTSNm7HuVAVhB4AaABAg,"Санжар саған Алла жар болсын!
Мына жемқорлардың істеріне, халықты алдап, жеп,  күліп отырғанына ішім күйіп отыр",kk,True
Ugwp6xZXlYW8XpMUEzJ4AaABAg,"Аллаға шүкір Қызылорда облысының әкімі халқына адал қызмет атқарып жатыр, бәрін іспен көрсетіп жатыр, Қазалы ауданына жіберген әкімі де дәл солай іспен көрсетіп, қаланы, ауданды мықты көркейтіп жатыр💪",kk,True
UgwnjW4AOcGUOqElEQF4AaABAg,"Осыларды көрсем, тыңдасам жүрегім айнит шсс, клоун жемқорлар",kk,True
Ugyrjj6OG-9paWdZG-94AaABAg,Супер выпуск! Астаналык тургындардын барлыгына осыган жауапты!,kk,True
UgxM5bsLrlQY_a4uAfx4AaABAg,Осыны қазақша тағы бір көрсетсеңіз,kk,True
Ugzr0RxcuwJCErS4UaJ4AaABAg,"Тоқаев мырза сіз неге басы істеймін премьер министр қоймайды смайлов,скляр өңшең жемқорлар түк бітіріп жүрген жоқ неге Санжар боқаевты қоймасы еліміз өркендеуіне еді",kk,True
Ugynyw5zWr6uCiDf6yV4AaABAg,Кнб прокуротуро қайдасыңдар🤚,kk,True
UgxMKOipFjAMWmM7gJh4AaABAg,Лайықты депутат болуға,kk,True
UgzFby6GlmDzH33CHTZ4AaABAg,Биликтеги орыскул диаспораларды куртып орнына нағыз патриот казах жигиттерин сайлау кажет.,kk,True
UgwRtGn-P7FWAeBpNEJ4AaABAg,"Алға, Санжар!!!",kk,True
UgyG7FfIcqJdAIJn-ot4AaABAg,Заң жоқ Қазақстанда жемқорға болашақ ойлау керек бәрі ақша деп жатыр болашақ қайда қалық қайда заң қайда жарайдығо жемқор тоқтасын,kk,True
UgyGhv01fkZEcKdMEZd4AaABAg,"НАН және оның отбасының тамағынан тамақ қалай өтеді екен. Халықтың көз жасының құнын арқалап кетті. “Судың да сұрауы бар” дегендей, бұың сұрауын ұрпақтарымен бірге өтеу оңай болмас...",kk,True
UgwTYIbzIDf_RdKT8yZ4AaABAg,"Санжар, Алла жар болсын, осындай адамдарды халық қолдау керек. Қазіргі жемқорлардың билігі осындай адамдарды жоқ қылу үшін бәріне барады",kk,True
UgwqE3df2IAANUQjWCJ4AaABAg,"Осы отрик ау, Батысты колдап митинге шыкпасындеп биликскии спектакль ау😅",kk,True
Ugxvg8k1EO3QRKGQpWJ4AaABAg.9nLcs-SMNY-9nOKOnvzUCS,"Санжар сені қолдаймыз, алға!",kk,True
UgzcQVrzB40bcKA-bDh4AaABAg,"Нагыз президентке лаиык адамсын,САНЖАР!!!....",kk,True
UgyHDCp5vZnCjWir62N4AaABAg,Көзің құрту керек бұл Нариманды !,kk,True
UgzemGCR8woMAP_HQY14AaABAg,Недеген тупой өкімет! Бұндай тупойларды көрсем көзім шықсын.,kk,True
UgyKyDBSOHEkLNBgvAx4AaABAg,"Идите со своим  правительством  идите  в лес! Кілең  соқыр, көр ақымактар!!!",kk,True
UgxZfWknpdFbPYbWSup4AaABAg,Санжар бауырым аман бол тек алға аяма аяма коррупциянерлерди олар мемлекетти куртты саған уксаган азаматтар керек олармен күресе бер Аллам қолдасын сени,kk,True
UgwkIjp6CIOjB2yAn5t4AaABAg,Давай не будем лгать лицемер несчастный. Көрдікқо кім нің кім екенін мал. Алланың мейіріммен құр қал. Лицемер,kk,True
UgyBt5E1tijDQcoTftV4AaABAg,"МАСҚАРА  МАМИНДІ  ЕКІ    БЕТІН  ТАБАҚТАЙ  ҚЫЛМАЙ  ТҮРМЕГЕ  ТОҒЫТСА  ҒОЙ.
САНЖАРДЫ  СОНЫҢ  ОРНЫНА
ПРЕМЬЕР  МИНИСТР  ҚЫЛСА  ӨТЕ
ДУРЫС  БОЛУШЫ  ЕДІ",kk,True
UgyxH95rZuG-D25BGyt4AaABAg,Азамат халык за тобой Алга,kk,True
UgxSfQA9nM3FcNVEs_V4AaABAg,Санжар жарайсын !!!🙋🏻‍♂️🙋‍♂️🙋🏻‍♂️✊️✊️✊️💝💝💝,kk,True
Ugw_elSi1pzbvhUuCEt4AaABAg,САНЖАР САК БОЛЫНЫЗ У НАС СТРАШНО СТАЛО,kk,True
Ugwr1oQXXhfhIZCd9i54AaABAg,Президент болсын осы Жігіт,kk,True
UgwiGdsHMBF_xZiddFd4AaABAg,"Позорище, былай автокөлік жайнағандарыңды Германия Япония т.б.мемлекеттер көрсе к..тін шапалақтап күлкіден өлетін шығар 😂",kk,True
UgwB1rzvefaeN0G-lop4AaABAg,Санжар Бокаев он мне нравится Он всегда говорит очень умно Но никогда не говорить на қазақском Вот это место всегда задумаешься Он грамотным хладнокровный и не боится сказать правду если он придёт к власти Қазақ тілін бірінші орынға қоя мекен ҚҰДАЙ қазақ тарді и қазақ тілін бірінші орынға қойды Үш түненгин Бәрліғі білінет,kk,True
UgxRAfHjbIT_l0FLMu54AaABAg,осы тақыр бастар құртты əкеңңң лениннің балалары ғой дим,kk,True
UgzLE8DIhP7OMrVoiTB4AaABAg,"Мяяяя уяткой мынау, сварканын турын карашы😂",kk,True
Ugz1Ze9AGN2oHLdK45B4AaABAg,АЭС ке-жоқ дейміз,kk,True
UgxDW3WldxtJNoup7Sh4AaABAg,"Склярдың беті былш етпей айта береді екен, ұяттан жұрдай екен.",kk,True
